,Mean,Standard Deviation
AOI5 Saccade Length,75.46800310741932,70.81555486462541
AOI5 Absolute Saccade Angles,-6.642352447133249,135.8969997966669
AOI5 Relative Saccade Angles,86.9787391648364,66.38427752531732
