,0,1,2,3,4
AOI4 Saccade Lengths,181.46186976524817,61.09279465723675,191.9458198828092,33.48687911018829,160.10373488755326
AOI4 Absolute Saccade Angles,-179.19672626029987,-42.306332029238824,11.884305916614167,88.62330659170497,-172.34111644507072
AOI4 Relative Saccade Angles,43.10960576893894,125.809362054147,103.26099932490918,80.96442303677566,
