,0,1,2,3,4,5,6,7,8,9,10,11,12
AOI2 Saccade Lengths,118.60378087389837,72.74021968459182,53.49309476026267,36.0615509306836,53.81160895931605,45.690973770025295,120.43455480583147,60.982697021056154,96.71440527526866,40.94964641896573,110.33694424119807,65.19090680465447,33.25499706697464
AOI2 Absolute Saccade Angles,174.56767440178203,-124.0121128098161,-8.41023587141214,36.46903814923445,55.292808810996995,-83.67958451427496,-178.40485725327468,168.93552589537077,-11.50084852933476,-151.86313365702156,40.53440440273947,-86.41355246209022,152.52439359636512
AOI2 Relative Saccade Angles,118.5797872115981,64.39812306159607,135.12072597935344,161.17622933823745,41.02760667472804,85.27472726100031,167.3403831486454,0.4363744247055403,39.63771487231323,12.397538059760995,53.0520431351703,58.93794605845535,
