,Mean,Standard Deviation
NOT_AOI Saccade Length,106.56521187730692,110.58857365695253
NOT_AOI Absolute Saccade Angles,24.735078064901952,92.3542754480922
NOT_AOI Relative Saccade Angles,142.43967948408658,52.3139820661197
