,0,1,2,3,4,5,6,7,8,9,10
AOI3 Saccade Lengths,63.076180266888464,99.31708374906687,55.54999704918385,133.02283884418486,13.620665282333535,79.6907425196511,36.02246396775903,59.067934232763456,129.65450304501078,117.89706995343775,47.41406142570015
AOI3 Absolute Saccade Angles,102.94882101700347,-151.33406871636734,93.30053108521484,-148.3309685242367,99.73071244031406,-19.53764135303292,135.9106813331093,50.8586096381034,-3.486134615036951,-175.8774901280118,-93.84726266084115
AOI3 Relative Saccade Angles,74.28288973337081,64.63459980158218,61.631499609451524,68.06168096455073,60.731646206653025,24.551677313857795,94.94792830499411,125.65525574685964,7.608644487025163,97.96977253282935,
