,0,1,2,3,4,5,6,7
AOI6 Saccade Lengths,71.21958597435628,65.30053792019211,82.88328119328177,199.81583904986076,141.66402330405091,48.83687584904714,31.751876110855083,41.011824264495274
AOI6 Absolute Saccade Angles,134.32590028892426,13.418340942797887,-126.61962212418095,-0.4050513282588417,157.3966675954596,-70.49329067971733,123.14604350077927,-129.95708411743328
AOI6 Relative Saccade Angles,59.09244065387361,39.962036933021174,53.7854292040779,22.198281076281567,47.88995827517692,13.639334180496597,73.10312761821255,
