,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
AOI1 Saccade Lengths,369.00003465017886,84.97303859245432,63.52051176856135,20.23037799019135,50.31074455121035,13.132955040632313,63.7142589412281,53.47175286033255,90.42762437324002,48.89166208854964,5.038667273626883,18.16345422986487,54.83751135659869,42.681241736833634,124.49033336913087,60.966591858490624,25.99167481906391,32.54252240334676,40.18034980884465,64.9708280824582
AOI1 Absolute Saccade Angles,-177.7935766761169,0.3070099360581525,-98.20631805196525,150.7626428822952,118.23947098338759,103.60003576401643,-111.03975839515407,134.02351594293424,6.550420974054547,-104.56624501520118,-69.85215619683731,48.3038647025095,59.84323556175039,-56.48566136815792,164.07038387509115,-35.33046724729638,80.96577662886158,-59.74263127205196,-43.602491587205016,92.31058871798484
AOI1 Relative Saccade Angles,1.899413387824957,81.48667201197658,68.96896093426045,147.4768281010924,165.36056478062883,34.639794159170485,65.0632743380883,52.52690503112029,68.88333401074429,145.28591118163615,61.843979100653186,168.4606291407591,63.67110307009169,40.55604524324909,19.400851122387547,63.70375612384205,39.291592099086465,163.85986031515304,44.08691969481014,
