,0,1,2,3,4,5,6,7,8,9
AOI3 Saccade Lengths,362.3826993025461,176.66006653529206,245.2828403743607,72.0725714338945,84.19033353802021,93.35802016449139,61.65380538252531,114.41544186643776,26.585162026445513,42.03683743223395
AOI3 Absolute Saccade Angles,-171.76139250104677,13.403185481496436,-172.19001557964577,28.674112856641507,-130.14880952159518,53.51900039056059,-147.99098968918995,-16.448124771816488,-165.21188929639487,53.571035387068136
AOI3 Relative Saccade Angles,5.164577982543212,5.593201061142193,20.864128436287263,21.177077621763328,3.6678099121557564,21.509990079750523,48.45713508262656,31.236235475421616,38.78292468346301,
