,0,1,2,3,4,5,6,7,8,9,10
AOI5 Saccade Lengths,134.42461954499353,217.07751709366042,120.59737898170658,101.40978269981866,217.60977600398598,209.5270828713331,36.73401592220058,66.2970156681529,75.27972666935015,107.06967289661425,125.18416516734902
AOI5 Absolute Saccade Angles,-15.874540043302876,-179.35038444812577,-10.000185978461525,148.44739941844082,-15.629930060930475,172.1240703602978,-23.95719643974763,149.05244454742774,-8.982213394345823,-0.3864504831785341,-159.55850283400662
AOI5 Relative Saccade Angles,16.524155595177085,10.649801530335735,21.552414603097656,15.922670520628705,7.754000421228239,16.08126680004539,6.990359012824638,21.965342058226444,171.4042370888327,20.827947649171904,
