,0,1,2,3,4,5,6
AOI2 Saccade Lengths,41.99546127288346,248.0334431068249,84.99426236089093,108.30766993542396,227.52893136252445,48.135428902077436,38.20358339966141
AOI2 Absolute Saccade Angles,-62.785186638289645,-4.203354401035985,114.35590621873129,-164.440322423125,179.7982211191966,-13.013836533146211,-170.5244627556203
AOI2 Relative Saccade Angles,121.41816776274634,61.440739380232735,98.79622864185623,164.23854354232154,12.812057652342812,22.489373777525916,
