,0,1,2,3,4
AOI5 Saccade Lengths,95.74782435955233,94.86171188107137,60.64737081185841,160.6818058070363,81.44098214938941
AOI5 Absolute Saccade Angles,32.86436168866655,-151.75466168743745,15.504146674134736,13.673986369836731,-20.32265381002763
AOI5 Relative Saccade Angles,4.619023376103998,12.741191638427818,178.169839695702,146.00335982013564,
