,0,1,2,3,4,5
AOI2 Saccade Lengths,55.8050968778249,105.25420227309023,60.73151904056042,230.24489164077647,195.3823411141488,505.9336570138963
AOI2 Absolute Saccade Angles,42.014821935649756,175.34303485042548,-93.21093116674473,10.17718548393472,-1.401779260688872,-177.94680245441322
AOI2 Relative Saccade Angles,46.67178708522428,88.55396601717021,76.61188334932056,168.42103525537638,3.454976806275647,
