Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
17538.784722222863,16487.4285714307,17955.125,11364.335294119137,19452.182926828904,19672.731249999564,19927.555172413075,17489.1122149845
