Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
26867.644463977595,17367.93750000745,13465.415686282457,15636.587692314386,27595.025862073846,36394.62957747008,50011.36562500335,26852.724654093778
