,Mean,Standard Deviation
AOI5 Saccade Length,53.724686557993046,29.191772628899376
AOI5 Absolute Saccade Angles,17.852956549791564,98.67982768529626
AOI5 Relative Saccade Angles,71.34517640945656,49.749914325349884
