Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
17660.568003038054,14265.932417595124,16794.867647069343,20892.290196088015,25104.35090910088,25634.03157896431,32638.723809537434,17267.942008651873
