,0,1,2,3
AOI6 Saccade Lengths,22.304616571817565,151.0140636626901,43.21442912192505,44.034355828591266
AOI6 Absolute Saccade Angles,151.47877798649776,-172.07046808308772,35.563770475814586,178.75576516400247
AOI6 Relative Saccade Angles,143.54924606958542,27.63423855890227,36.80800531181214,
