Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
45619.32243150682,34811.73103448296,42834.12741935503,46857.10266666678,41831.51428571454,41606.09480519498,60559.916666666744,46001.812484237125
