,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
AOI2 Saccade Lengths,34.94798780713523,414.8101827677825,194.96970923079868,178.20062743983027,204.07741593576748,73.58494570020616,153.14073812281228,84.47754201402687,173.94473833701488,34.04094033015675,14.529094386656768,138.65883885656783,64.3887305168365,105.21635123298634,72.08618161005555,138.46635583742588,118.26243557420243,118.89553113848108,94.65492564432496,54.047993740768725,222.82403712748263,192.39962624322314,66.4460566846604,12.34499205943415,631.3779632144683,518.3693323417868,34.47719021943102,62.2266834799502,35.39839858821601,21.12936468247735,124.33491935103653,120.71796495079826,185.24055177482612,41.378833619616856,14.209552403068805,76.31415588035946,184.63198712106455,150.49983893742444,506.5376228749337,53.59606720241,186.1397091723069,391.9634672239853,28.03507037816073,265.7858447302946,466.1687780178154,347.86623809008165,103.4671792763797,141.30235480712219,94.22888254234964,27.470085960774487,87.95621233873152,182.8456400789139,137.0460056546511,57.991235329184505,150.8220286245782,71.33879042363702,408.9039036768378,284.2255907699803,205.082854887593,210.50039297412812,11.624267748367453
AOI2 Absolute Saccade Angles,-105.20400248488869,2.9630081532331447,-1.40722851294768,171.4296790793304,-177.81136247178102,-108.7251840275428,18.280098693838163,172.53902638161676,-9.240403778030112,171.64191183316802,23.283740739804866,-162.53353918199977,29.410347179415044,158.07983684447117,-140.79599413704793,-7.838451776195807,21.272808380366566,-18.25815195027119,-2.932319028301652,104.46387591412375,-171.02131364261257,12.545501639346893,0.1691320449081005,-166.91918856854082,179.45382076950753,-1.448412751527947,-57.25490496395596,133.69643588200063,-159.04834925262477,-60.79705560113236,-169.35437109458456,-171.4466834789667,173.3813459737379,94.84592862784103,-99.82524740117547,-140.04662935707196,10.173675160214971,171.4780555241822,0.34360434382969923,-168.71258670614029,-170.47557261187276,-0.001917136383293104,-49.33480723262484,162.36035629283433,-171.30464521703615,10.310886573540213,-140.70695950121373,163.04592183998082,-26.697961322183936,147.45255912447305,10.918600710894491,179.43445297268653,-11.17721068011469,-9.84067539453332,172.5127482103597,140.9841491297905,-5.151148444874418,-176.77722598711966,0.46817542021515907,166.80442513637962,-74.98616057456674
AOI2 Relative Saccade Angles,71.83298936187816,175.62976333381914,7.163092407721915,169.24104155111144,110.91382155576177,52.99471727861906,25.741072312221412,1.7794301596468578,0.8823156111981373,31.64182890663684,5.817279921804625,11.943886361414808,51.3305103349439,118.87583098151906,47.0424576391479,150.88873984343763,140.46903966936225,164.67416707803048,72.6038050575746,95.48518955673632,3.5668152819594456,167.62363040556122,12.91167938655108,166.3730093380483,0.9022335210354487,124.193507787572,10.951340845956592,112.7447851346254,81.7487063485076,71.44268450654782,177.90768761561787,164.8280294527045,101.46458265410315,14.671176029016477,139.7786180441035,29.779695482713073,18.69561963603277,8.8655488196475,10.94380895003001,178.23701409426755,9.52634452451054,130.66710990375847,31.695163525459154,153.66500150987045,1.6155317905763524,28.98215392524606,123.75288134119454,9.743883162164758,5.849479553343028,43.466041586421454,11.484147738207973,10.611663652801207,178.66346471441864,2.35342360489299,148.47140091943083,33.86470242533508,8.37392245775476,2.754598592665183,13.663750283835562,61.790585710946345,
