,0,1,2,3,4,5,6,7,8
AOI1 Saccade Lengths,55.55541507862456,41.76066377773534,93.78976565912338,23.798144459922607,117.50172555052383,26.387739169589967,81.05552515225169,75.55275261115362,93.36691218387683
AOI1 Absolute Saccade Angles,-59.48788231894976,60.93329436591659,-34.38600428101846,86.36058838950167,165.03577063978636,-54.55268099563258,-29.630991267248902,80.68447550309065,-179.78411159372982
AOI1 Relative Saccade Angles,59.578823315133626,84.68070135306496,59.25340732947987,101.3248177497153,39.58845163541894,155.07831027161635,69.68453322966045,80.46858709682046,
