,0,1,2
AOI6 Saccade Lengths,11.342372905337744,215.92813480333876,91.64633711319658
AOI6 Absolute Saccade Angles,49.16574425127601,-172.8499437491556,-178.23932089591406
AOI6 Relative Saccade Angles,42.01568800043159,174.6106228532415,
