,0,1,2,3,4,5,6,7,8,9,10
AOI5 Saccade Lengths,96.53194941056283,231.28279971419806,26.378710705936932,150.49629770271275,18.6326996202946,37.95435772476796,189.13756700247848,32.326101705587284,89.10861465680117,39.900793781833286,67.14942981537206
AOI5 Absolute Saccade Angles,170.21437698771805,-169.49676109307265,74.92570142988598,-17.287048933565938,171.06240621495368,82.57038604805717,-177.204424237527,-92.61684971080736,45.416603495734414,-22.908398804017455,-5.429368134266127
AOI5 Relative Saccade Angles,159.71113808079073,64.42246252295861,87.78724963654808,8.349455148519636,91.50797983310346,79.77481028558418,95.41242547328034,41.96654679345823,111.67499770024813,162.52096933024868,
