,Mean,Standard Deviation
NOT_AOI Saccade Length,111.08604868301278,133.97673784716554
NOT_AOI Absolute Saccade Angles,-2.073505347011259,93.92554048816079
NOT_AOI Relative Saccade Angles,138.80855824935873,55.21808895218628
