,0,1,2,3,4,5,6
AOI2 Saccade Lengths,54.563934804315345,135.49120883023747,38.10719294157356,138.94247341770745,31.360097883839558,28.152362307092947,49.7141573216308
AOI2 Absolute Saccade Angles,-94.79344188488399,15.407529354155063,-75.64556800011151,166.425253638335,29.145723630902513,39.721541499997016,-126.9462801422849
AOI2 Relative Saccade Angles,69.79902876096095,88.94690264573345,62.0708216384465,42.720469992567516,169.42418213090548,13.332178357718087,
