,0,1,2,3
AOI1 Saccade Lengths,93.62492216585977,158.65045408300278,117.61661203716645,117.23680529484093
AOI1 Absolute Saccade Angles,-127.3461615739837,160.50880261035633,-2.0300840589543196,-159.57533096735494
AOI1 Relative Saccade Angles,107.85496418434003,17.461113330689347,22.45475309159937,
