,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
AOI5 Saccade Lengths,98.0752827848312,35.149590651085305,12.283374036490846,2.029674947850465,97.39265242934775,201.20609411100202,59.99816342506706,38.273816627526415,57.198835287481785,63.97528213932128,57.403453979463436,134.99813299306803,97.44553226561227,66.98302222630474,116.810294197873,70.73229591059301,27.996191538966347,40.34863059507886,224.4065157613059
AOI5 Absolute Saccade Angles,-2.6419239528235483,104.14471226297096,-159.1561674518246,109.57749698640228,1.1745786710337736,-179.08114691446465,-27.585168249349778,-161.2156871707572,48.2539572314751,-152.65424919941762,88.51146405273444,-22.11456714843519,155.89763708817543,171.75335919224597,-1.7149483791337723,-130.00187639917874,169.62656356764052,165.65531802676662,-3.4161356932416003
AOI5 Relative Saccade Angles,73.21336378420548,83.30087971479556,88.73366443822688,71.59708168463149,0.25572558549844665,28.50402133488511,46.36948107859259,29.469644402232284,20.908206430892683,61.16571325215202,69.37396879883038,1.9877957633893935,164.14427789592946,6.531692428620279,51.71307197995504,119.62843996681927,176.02875445912608,10.928546279991792,
