,0,1,2,3,4,5,6,7,8,9,10,11
AOI3 Saccade Lengths,93.87946659200723,183.4003895760458,71.40628887693482,46.25463578010922,25.95360444538947,102.34066966803286,109.79329951596027,53.78940057137055,46.65517804138055,102.90369702141408,22.928036292475714,160.02920346690493
AOI3 Absolute Saccade Angles,-8.735793408263346,164.05447937012366,-113.45510532396226,84.22279007737934,-158.20341746182038,-21.50047543234812,143.55134117280292,-70.67113218216008,50.25086808917067,-6.9293114152613935,15.71714801865088,172.84294774060155
AOI3 Relative Saccade Angles,7.209727221612992,97.5095846940859,17.67789540134158,62.4262075391997,43.29705797052776,14.948183394848945,34.222473354963014,59.07799972866924,122.81982049556794,157.35354056608773,22.87420027804937,
