,Mean,Standard Deviation
AOI4 Saccade Length,65.48459218503712,53.44249357196162
AOI4 Absolute Saccade Angles,2.6578763638382075,104.97669725258035
AOI4 Relative Saccade Angles,91.40480035863095,57.2474396028588
