,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
AOI1 Saccade Lengths,10.710077909337231,51.740107103944474,78.5932561249135,90.020810475435,84.94895125821888,43.83936217644161,69.31961687999602,53.25368822464106,21.674920305078444,13.398729937566685,19.0864839932154,4.8493782649549,23.27555624172665,16.986746948479944,26.446561612542897,25.695713754098016,26.578157723041375,15.10130791669626,32.55148914273014,126.20990216743665,18.604380542284314,10.050757416139763,87.60295239446792,137.95773842107383,19.357571426886697
AOI1 Absolute Saccade Angles,-85.19013164315322,-16.976563862543745,136.96370175506777,-48.919101742672694,17.43284548768045,-39.53273897518673,165.52278370192468,91.68253434776999,-113.14618196706569,-94.51576588033943,95.15539265827366,-59.23775844327563,-10.698404408008463,149.11455489736065,137.78939927909857,-19.9314539214815,15.724102211116454,-83.37388790216649,-78.33654608537614,-175.94625601381057,-134.6325851139197,-167.9013368226653,53.37008680848005,-11.13428017423437,45.27510947881207
AOI1 Relative Saccade Angles,111.78643221939052,26.05973438238847,5.882803497740484,113.64805276964687,123.03441553713282,25.055522677111384,106.1597506458453,24.82871631483566,161.36958391327371,9.671158538613051,25.606848898450735,131.46064596473283,20.18704069463088,168.67484438173793,22.279146799419923,144.34444386740205,80.90200988671707,174.96265818320967,82.39029007156557,138.68632910010916,146.73124829125442,41.27142363114533,115.49563301728558,123.59061034695354,
