,Mean,Standard Deviation
NOT_AOI Saccade Length,52.54575254938377,50.26962309145275
NOT_AOI Absolute Saccade Angles,-0.07486222479596327,97.6644563912447
NOT_AOI Relative Saccade Angles,117.91699475095407,59.592153861023846
