,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
AOI5 Saccade Lengths,94.36461579306767,223.8178555762525,27.97379207719251,28.134891411942313,49.90610818519028,10.631715696074503,49.04114968754507,28.268197450575055,15.595996263854842,7.479020566393633,8.024829448840428,6.534736122915584,12.669032603946725,41.340351302657865,4.0543222428875,11.029608169328807,31.453017314807976,19.942824722111705,19.540671831860273,12.274302960495783,6.816550757311657,40.04384838373467,24.562146461467258,26.28097937231817,24.92285394585986,26.433013268619774,3.226060142361859,26.992840704905962,18.005233681128303,9.154548542538555,26.834863669602466,69.99331860363893,42.28038986884461,10.274220944197237,13.735414371381626
AOI5 Absolute Saccade Angles,29.363055411738994,-173.23005137488357,115.56144776555075,88.17577127418345,-89.9191209115743,-78.71793114966515,-16.63121296719354,98.42387081362523,-88.69240827505932,158.09068113713948,-130.87237846722275,49.02759766900675,3.0958257140839116,94.31436785898705,116.64475735026188,75.49413482307025,-71.09411212575556,-69.6744560193612,-133.3138824463529,-146.45892016528086,81.7732559224736,78.66232450910933,86.62505553570983,-95.84608409924897,23.92874153794263,73.24641728361023,-70.474698875111,-104.46549025833843,-105.6122351166524,75.32795405919279,88.19855126701137,-52.72665554065843,90.3688014730417,-7.150326778338106,155.5862429595121
AOI5 Relative Saccade Angles,22.593106786622563,108.79149914043431,152.6143235086327,1.9051078142422642,168.79881023809085,117.91328181752839,64.94491621918122,7.116279088684561,66.78308941219882,108.96305960436224,0.10002386377050695,134.06822804507715,88.78145785509687,157.66961050872516,138.84937747280838,33.41175305117419,178.58034389360566,116.36057357300834,166.85496228107203,48.23217608775444,176.88906858663574,172.03726897339948,2.4711396349587855,60.22517436280841,130.68232425433243,36.27888384127877,146.00920861677255,178.85325514168602,0.9401891758451987,167.12940279218142,39.07479319233019,36.904542986299866,82.48087174862017,17.2634302621498,
