,Mean,Standard Deviation
AOI2 Saccade Length,29.037210733992886,24.799006197065854
AOI2 Absolute Saccade Angles,11.696848569737423,114.23132024621758
AOI2 Relative Saccade Angles,126.24351386143215,47.88049399997542
