,0,1,2,3
AOI5 Saccade Lengths,54.293254832962106,17.978923937814365,152.42840371862326,118.79634976023166
AOI5 Absolute Saccade Angles,60.84726561512621,53.632143525771454,-160.18996217685566,-176.7204739963884
AOI5 Relative Saccade Angles,172.78487791064524,33.82210570262711,163.46948818046727,
