,Mean,Standard Deviation
AOI3 Saccade Length,58.206929357041965,44.02001995360134
AOI3 Absolute Saccade Angles,-4.759226124095833,111.09773990908229
AOI3 Relative Saccade Angles,74.01435984057892,55.28258191444152
