Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
26951.474497804604,0,12539.072222211295,12221.779032245278,18229.37623761137,33547.79009899998,45400.91527776627,27026.07458911548
