,0,1,2
AOI6 Saccade Lengths,406.4956383629981,171.0229700754115,18.159633707149816
AOI6 Absolute Saccade Angles,-179.6583660110621,15.984971094767465,-46.83343087299172
AOI6 Relative Saccade Angles,15.643337105829552,117.18159803224081,
