,0,1,2,3,4
AOI1 Saccade Lengths,34.49834759202735,68.26452844400444,51.12738301674187,280.25513530791915,76.06595799672814
AOI1 Absolute Saccade Angles,-52.045940726505826,-25.012006070699638,47.83880789578028,176.58922478308023,-20.061143650459577
AOI1 Relative Saccade Angles,152.96606534419382,107.1491860335201,51.249583112700066,16.650368433539782,
