,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
AOI3 Saccade Lengths,169.82967598427655,180.95159104203614,10.9138658623798,45.423374342048994,93.74967480938382,72.54986603580822,28.66973599773331,57.964685904429345,264.44671204823254,35.778310155489514,194.02717985180485,236.00909797279962,116.92930769358007,153.2671814833646,28.517545754676334,22.51656010074783,126.30329501108176,53.89218906303164,56.952815066672656,132.59303278896326,15.197895434879758,118.28969678649956,224.61240930376215,226.16031040989097,25.55627106525247,23.478411193076873,36.743506564832174,163.72741440703166,257.34345600203216,105.80974757075094,120.66197933462813,109.82850765872904,63.59950142708938,25.097674127600627,34.64929712424592,163.16424723197983,98.42124166833942,75.34415260539677,64.08238370241764,62.77060414314285,6.79869066166456,191.47702364355038,107.42141120087226,5.110763186792133,84.43369024756528,210.54529241899485,304.9818117341817,127.17832570070252,33.06430640209353,392.6326131160451,72.79599741858917,149.36732726065782,142.97125622638103
AOI3 Absolute Saccade Angles,-1.6182131636696562,-170.08160022647868,9.130429799121265,41.9939471168943,-24.28930587165526,136.6209500663801,172.92964534346348,-111.68557851028046,-2.6191743276701467,135.32195145181362,167.8261034576411,-14.400688023671346,-177.38695142787822,177.50745386817243,152.9866858688121,-22.037460181822414,10.132233393472543,1.1501466478824383,27.301861127855805,-158.710436112924,143.761587560957,161.9434690095632,-13.848779862295295,170.86323481311214,-27.431103454381347,-141.97375370867664,59.32640634840917,-16.92738557666887,0.6003913960698118,163.7668009792222,161.25506530604176,-160.4644433601486,-146.51289527540013,92.89349559388779,122.17426728567438,-6.908935473120479,-175.55597992816658,-14.520459135200227,102.99705306006135,-8.596304268075395,47.31948734983052,-172.66583770499366,-13.02878111178894,72.46322771343468,-5.426689736623948,167.75277696634973,3.1134873780544385,-0.10561312824105061,-57.328166872861225,175.53690215131317,-171.97722185921498,-1.2136704559912939,174.83149246523863
AOI3 Relative Saccade Angles,11.536612937190988,0.7879699744000681,147.13648268222695,113.71674701145044,19.08974406196465,143.69130472291664,104.61522385374391,70.93359581738972,42.05887422051624,147.49584799417252,2.2267914813124365,17.013736595793144,174.89440529605062,155.47923200063966,4.975853949365488,147.83030642470504,171.0179132544099,153.84828552002665,6.012297240779789,122.472023673881,161.8181185513938,4.207751128141516,4.712014675407441,18.294338267493494,65.4573497457047,21.300160057085797,103.74620807492195,162.47222302726132,16.83359041684763,177.48826432681957,141.7195086661904,166.04845191525152,59.40639086928791,150.71922830821342,50.91679724120514,11.352955544953891,18.964479207033637,62.48248780473843,68.40664267186327,124.0842083820941,39.98532505482416,20.362943406795296,94.50799117477638,102.11008254994137,6.82053329702635,15.360710411704739,176.78089949370448,122.77744625537984,52.86506902417436,167.5141240105281,9.236448596776334,3.954837078770077,
