,Mean,Standard Deviation
AOI1 Saccade Length,67.71266269846566,52.91784323765599
AOI1 Absolute Saccade Angles,29.773743309965276,85.68672922185891
AOI1 Relative Saccade Angles,74.64987910444404,49.86566470397359
