,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
AOI6 Saccade Lengths,99.51699980730442,56.04142301508067,76.74420705351943,126.31945459559837,65.66302337394137,72.67817657956479,175.55379027350045,68.65801768935306,57.57534779039661,43.00239496006769,81.01715797778832,81.90149356882179,144.4365567244413,9.90937427695894,89.93160816607957,107.265848079022,35.104032635996376,25.49141561413013,69.40113885920522,117.29497808877392,52.85383272633588,33.598599375751675,44.80708143661842,78.88434622297686,126.68756347922516,57.8090642558222,93.36373971599036,38.22293749919454,307.6409231299623,80.05113376187397,239.77196341353132,38.975701119706805,103.85080766641565,26.153716043450785,39.13783812110492,40.66183011779641,150.94376149686278,216.101080251249,124.10941710510599,25.016229616250612,47.41591040296931,55.20616961229674,54.524066474994825,129.01186418722767,77.01931975672143,58.66321234400059,32.4743672704713,23.365616868301185,51.940537794201646,69.54856771133075,96.60520928900912,64.09990857377477,96.17519681433507,106.337437273098,64.1074147168912,7.72899589289249,47.54191369468275,208.86239114846646,36.984569127385846,51.65356009734697,69.92512548972219,100.047108384646,97.57590776625632,65.89640288341532,44.35237227410954
AOI6 Absolute Saccade Angles,179.2776916209499,103.14087107300385,-59.22020501158382,142.5988516204892,-176.4103601229952,-125.29882248189148,1.28522666855326,24.83849829581573,-138.1022271151283,103.16380918718926,-176.08016158514278,-161.520253068297,-0.61168731409442,74.7509833349141,167.01578267369538,-0.6405506348094524,18.333576841530775,-119.01354734403529,158.86504953961045,171.0027059290082,-96.82055779425279,19.69368704186568,8.426490053688259,-152.71404740792053,27.409816913071328,-0.6945768981575129,2.595117535238729,-104.81725197580484,170.8687031005767,-14.966051124303526,-3.742314194324557,45.731413737522,-24.719017852271275,-106.60683725244179,42.40660352726508,92.44438633949055,-155.05545375655214,167.95279592682527,-154.8865803498801,2.0944498241906757,67.31874804955625,-55.51661457415977,15.432742913921135,158.3455863067171,2.895221231106304,-149.29692197797235,-59.21343477343825,69.67216873010308,-30.303721836145776,97.16567949396085,-161.92398999605362,-18.683477153326574,38.75253281258436,-5.17932250850483,-52.398053239708716,13.30577386140103,33.46401234897616,-179.1186151401997,-117.50256318878526,110.93486476359631,-163.73170998808692,19.916374135953006,-142.0156826019728,108.54510118685812,-50.20688922811538
AOI6 Relative Saccade Angles,103.86317945205396,17.638923915412327,21.819056632073003,139.00921174348437,128.88846235889625,53.41595084955527,156.44672837273754,17.059274589055978,61.26603630231752,99.24397077233202,165.44009148315422,19.091434245797426,104.6373293509915,87.73520066121868,12.343666691495145,161.02587252365976,42.652875814433955,97.87859688364573,167.86234361060227,87.82326372326094,63.48575516388156,168.73280301182257,18.859462538391224,0.12386432099184307,151.89560618877115,176.71030556660378,72.58763048895645,95.68595507638155,5.834754224880241,168.776263070021,130.52627206815345,109.54956841020672,98.11218059982949,30.986559220293138,129.9622171877745,67.49984009604267,143.0082496833774,142.83937627670534,23.018969825929243,114.77570177463444,57.16463737628399,109.0506425119191,37.087156607204015,24.549634924389185,27.80785679092137,89.91651279546593,51.11439649645866,80.02410943375115,52.53059866989337,79.08966949001447,36.75948715727296,122.56399003408907,136.06814467891078,132.7812692687961,114.29617289889026,159.84176151242488,32.58262748917585,118.38394804858558,48.437427952381576,94.66657475168321,3.6480841240399204,18.067943262074202,70.56078378883092,21.248009585026505,
