,0,1,2,3,4
AOI6 Saccade Lengths,226.02806940538215,291.27783939847245,34.9660306101754,114.32053369705565,99.16379886601658
AOI6 Absolute Saccade Angles,-3.4831644991947424,170.19811165158515,-33.21023355475086,-164.81700909594875,-4.171328019609443
AOI6 Relative Saccade Angles,6.318723849220138,23.408345206335973,48.393224458802095,19.354318923660678,
