,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
AOI5 Saccade Lengths,43.53193368415821,166.7599984870415,59.447355547653316,15.237913267065515,92.46880312440494,78.05071442910106,53.87034899265642,77.57032267197832,95.68178213863426,37.89062710026484,17.425898402183563,16.604912697122725,43.47998213753524,39.96843370346536,43.88880926867859,65.51957812035133,75.74745738912051,72.64622788924638
AOI5 Absolute Saccade Angles,-179.960203052037,174.02815446158908,64.27317678221299,6.306185655586261,-177.85270810741198,-113.86251302000956,1.2841366540264652,60.56877217312767,-8.344503049874364,-69.00712379703447,150.84068651383342,151.35486490946982,-115.58847972649482,160.34320315128505,138.46200492882963,155.08966709516383,-5.442205842823678,-31.39494665428043
AOI5 Relative Saccade Angles,173.9883575136261,70.2450223206239,122.03300887337325,4.158893762998215,116.00980491259756,64.85335032596399,120.71536448089878,111.08672477699795,119.3373792528399,39.84781031086788,179.48582160436362,86.94334463596459,95.93168287777985,158.1188017775446,163.3723378336658,19.4681270620125,154.04725918854325,
