,Mean,Standard Deviation
AOI5 Saccade Length,82.09435343619722,162.24747066047746
AOI5 Absolute Saccade Angles,-4.105928020267436,103.19890743566113
AOI5 Relative Saccade Angles,97.098510006052,62.04008248408805
