,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
AOI4 Saccade Lengths,50.43394168713216,145.8281860821914,20.82372547628523,10.355043191517687,5.121082457303309,4.881280811058515,5.575588930568158,5.505148939468668,183.87178340632505,116.48372702813158,109.36411920369841,125.63365172890386,61.2028306590963,64.0642238202111,117.61097841953706,1.3666647488160661,373.28583715920956,173.98325889705197,90.7102419297902,30.72511924091813,259.58937014428693,127.01822682661864,161.64566520880237,167.26361250208814
AOI4 Absolute Saccade Angles,-172.57711546132677,-178.18940853656275,74.00208925146242,56.26766384062479,13.805655334528124,-37.508744936772864,-60.51150199356054,-71.39742428542701,16.292960705560066,-15.812292560509306,-162.93919382175042,149.18655515315578,-102.04783655861908,139.7416969471012,-6.050196728621738,77.40339156172351,-1.524805804997827,3.526745963256362,4.682534551864266,80.1709677927282,-177.04619843620168,-158.19147083706804,168.09614848826862,175.26634014873557
AOI4 Relative Saccade Angles,174.38770692476402,72.19149778802519,162.26557458916238,137.53799149390332,128.685599728699,156.9972429432123,169.11407770813355,92.30961500901292,147.89474673393065,32.87309873875888,132.12574897490623,71.23439171177488,61.78953350572028,34.20810632427707,96.54641170965476,101.07180263327866,174.9484482317458,178.8442114113921,104.51156675913604,77.21716622892988,161.1452724008664,146.2876193253367,172.8298083395331,
