,0,1,2
AOI1 Saccade Lengths,43.90505086126321,63.16712240785232,171.07471752887787
AOI1 Absolute Saccade Angles,-59.00807746510776,98.27916571955267,-170.65517063018302
AOI1 Relative Saccade Angles,22.712756815339578,88.93433634973569,
