,Mean,Standard Deviation
AOI6 Saccade Length,117.19688174257804,107.37622879173439
AOI6 Absolute Saccade Angles,-14.230061475436646,110.14790501885544
AOI6 Relative Saccade Angles,75.85369199364506,59.823939652796625
