Overall page average time,AOI 1 average time,AOI 2 average time,AOI 3 average time,AOI 4 average time,AOI 5 average time,AOI 6 average time,Not AOI average time
17400.657291672724,0,21585.166666671634,10347.452941182783,17705.855813958962,18795.82142857755,21117.051351357957,17372.315725812507
