,0,1,2,3,4,5,6,7
AOI3 Saccade Lengths,56.23354606137863,68.01857078457932,26.109879226165507,190.73096405875725,215.0037636266864,42.365134894982916,18.039115730924397,51.91150549685128
AOI3 Absolute Saccade Angles,-122.7239840084586,12.217246149890046,179.8827255383396,-6.560040221420217,-175.82073549895193,76.1174014585426,86.83132446355444,-17.01326208454662
AOI3 Relative Saccade Angles,45.058769841651376,12.334520611550477,6.442765759759786,10.73930472246828,71.93813695749454,169.28607699498815,76.15541345189895,
