,0,1,2,3,4,5,6,7,8,9,10,11,12
AOI2 Saccade Lengths,24.470690746053553,65.99524620238289,7.477416896454178,66.06238853063743,193.8611379611914,60.87278543093356,38.18389904398276,63.80130153877848,38.029934964662495,23.13663677110667,47.20393069562908,73.91916971800244,29.497706786549326
AOI2 Absolute Saccade Angles,-159.54347675976862,-37.63280432499573,0.8232414811595657,116.56996605594885,-18.056097596687984,145.99157108548272,-137.71087071571287,169.405824956713,-166.32295572144028,146.54785818928028,31.831214874034806,-54.683274546564824,90.23588149191472
AOI2 Relative Saccade Angles,58.08932756522711,141.54395419384468,64.25327542521073,45.373936347363184,15.95233131782933,103.70244180119556,127.11669567242583,155.72878067815324,132.87081391072056,65.28335668475454,93.48551057940037,35.08084396152046,
