,Mean,Standard Deviation
AOI5 Saccade Length,86.0152935781636,79.83321218909411
AOI5 Absolute Saccade Angles,2.019496491771555,111.9977968413174
AOI5 Relative Saccade Angles,99.62766422781546,55.54254856129014
