,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
AOI4 Saccade Lengths,43.62928777390954,63.04292464304459,88.59299113105465,124.58152519353018,3.4646758567592513,29.32043428330817,44.26370776899099,126.18052204436185,19.454040567204217,36.33635583727973,48.45378032415214,26.921233194692928,44.71391076571799,2.622710399308715,28.782135124681247,86.25304589043408,33.025440433273374,41.95351582086799,14.544384191810932,119.51994797991304,22.728945592447165,43.176625437750914,57.99225749500595,125.63718999098194,28.737810174828955,113.92313887222396,52.96499464461659,83.82437460998207,17.028465923709092,9.748767220024432,28.370154568529728,26.487602751533146,46.42245077686572,12.779213687926598,103.48803615152443,57.37199886307567,95.94944922292756,68.93967604608711,11.596092878250019,14.716334076759537,108.72586837773466,71.42971227926232,55.60958573785267,161.55539519638035,91.85863870148775,24.432383795212353,7.130989832003882,4.052713560023329,52.87005450741462,48.24330349257991,123.64980400829694,258.00220416738495,38.10597140528625,29.76102379193296,28.066471026101468,31.978582859787316,31.585743609041184,71.86991430031817,44.7501363905194,63.75476988368915,33.96271040107016,61.97015846867243,25.89486346692173,150.80593385376446,219.1263078187739,45.01382876940082,49.06904086246922,31.551834017464838,61.72317230533108,47.79089878128199,31.85509126666366,4.796091119076104,145.825845013452,105.68417092729875,42.02479270975503,16.190460626321027,18.63656309966974,41.55277091296309,36.54029258588715
AOI4 Absolute Saccade Angles,-154.95180061013073,-143.87353924118403,35.56390194803009,-144.82582726882427,75.80345197471235,91.82882035597947,-24.30155493816981,-5.602932676239387,-7.908915569988025,152.65827701975698,121.69083471225139,8.065012703107033,-144.08317198806353,11.732915935137818,-133.27249644787676,-174.36729731416798,70.66533344343779,27.877668595809926,-170.11076272261397,-6.851573087077605,162.23506557826528,-79.11570179361772,-179.64488932232064,-178.38906994545664,25.08636330461403,-0.9280574147288193,27.419712366636936,-171.92396990829297,105.94356592991788,140.49574433502076,67.86308750439173,-66.69508225919641,-123.49523063207074,79.01660235075227,-7.171586685868133,142.85739283348352,-20.01930615936014,88.25391639917888,-159.19276822325295,-172.43404571980156,-178.31255385177815,-47.551867507061864,131.11742288617745,-14.277384867117362,34.94454789034313,-25.83273362942767,99.73911211522545,-61.272068280043065,-42.92266212476025,34.14058316479457,-174.40255043782307,-179.797223012035,91.93516773655728,-116.8641674583242,-81.61772507483838,73.33130549227141,-25.841923470331068,167.9870473437177,-71.64421513092677,3.902102598238945,29.49586127885833,-154.52533915477224,30.37151493813932,7.840799904770292,177.4127569127703,-58.70060605014619,-6.533795415998345,102.9923684775345,0.9049673353271523,-41.735476732350556,50.99769102441282,104.35254131973853,170.32326116094455,3.143259558725922,-178.4508803830995,-148.89310412541556,-157.58494706290446,-144.45586386578015,151.18506938843248
AOI4 Relative Saccade Angles,168.9217386310533,0.5625588107858642,0.3897292168543703,40.629279243536615,163.9746316187329,63.86962470585074,161.30137773806956,177.69401710625138,19.43280741025501,149.0325576924944,66.37417799085567,27.851815308829448,24.183912076798666,34.99458761698543,138.90519913370878,65.03263075760577,137.21233515237213,17.988431318423896,16.740810364463634,10.913361334657145,61.35076737188296,79.47081247129708,178.744180623136,23.475433250070648,153.98557928065713,151.65223021863423,19.343682274929897,97.86753583821083,145.4478215948971,107.36734316937097,45.44183023641186,123.19985162712568,22.51183298282299,93.8118109633796,29.971020480648342,17.123301007156336,71.72677744146098,67.44668462243183,166.75872250345137,174.12149186802344,49.239313655283745,1.3307096067606994,34.6051922467052,130.7780672425395,119.2227184802292,54.428154255346875,18.98881960473147,161.65059384471718,102.93675471044519,28.543133602617623,174.60532742578803,91.7323907485923,28.799335194881486,144.7535576165142,25.050969432890206,80.82677103739752,13.828970814048766,59.631262474644465,104.45368227083429,154.40624131938063,4.0212004336305665,4.89685409291156,157.46928496663097,10.428042991999988,56.113362962916504,127.83318936585216,70.47383610646716,77.91259885779264,137.3595559323223,87.26683224323659,126.6451497046743,114.02928015879401,12.819998397781408,1.594139941825421,150.44222374231606,171.3081570625111,166.87091680287568,115.64093325421261,
