,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
AOI6 Saccade Lengths,49.62844466616196,25.634732298876905,33.496823731162436,61.02327932249714,103.5306281601032,82.22710612711224,17.2084056463302,11.306097483289136,37.24931825775841,61.60547284924934,37.06166901406954,30.106153499438342,12.218402886702112,20.638587724493714,28.995471552147738
AOI6 Absolute Saccade Angles,-34.51005582990288,75.44514246596763,-105.46993020140977,158.5440054535615,-31.86150407389914,109.74025671998115,-119.95557170300727,162.77401394997807,-1.1039890191706714,-177.01634686675644,-98.06240734038695,29.38105690135716,-54.383793138164734,46.66527847025017,64.04724348955456
AOI6 Relative Saccade Angles,70.04480170412948,0.9150726673773906,84.01393565497128,10.405509527460657,38.398239206119726,49.6958284229884,102.7295856529853,16.121997030851265,4.087642152414245,101.0460604736305,52.55653575825592,96.23514996047813,78.9509283915851,162.61803498069565,
