,Mean,Standard Deviation
NOT_AOI Saccade Length,90.54838281548254,125.26315014111117
NOT_AOI Absolute Saccade Angles,6.282602715897931,94.54345547493064
NOT_AOI Relative Saccade Angles,138.39795845472597,51.99577433131481
