,0,1,2,3
AOI2 Saccade Lengths,21.66465687109225,20.998225460324267,99.36839633362032,31.642364497372455
AOI2 Absolute Saccade Angles,-144.70528770090692,-5.304887462008872,-13.883262847459564,64.24899618456234
AOI2 Relative Saccade Angles,40.599599761101956,171.42162461454933,101.8677409679781,
