,0,1,2
AOI5 Saccade Lengths,250.38806112418334,217.4151939392465,45.86508484142996
AOI5 Absolute Saccade Angles,2.364150573087115,-178.156152309916,-106.62593456155977
AOI5 Relative Saccade Angles,0.5203028830031061,108.46978225164378,
