,0,1,2,3
AOI6 Saccade Lengths,129.93341923320074,51.89703466714016,133.8077505151465,133.89252090907667
AOI6 Absolute Saccade Angles,12.810862562224543,-35.50374275249833,176.3039973479778,162.81255028150497
AOI6 Relative Saccade Angles,131.68539468527712,31.807740100476117,166.5085529335272,
