,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
AOI4 Saccade Lengths,106.93060901818237,113.36052214421052,72.53548180749827,135.41792701119527,34.39207968547592,26.618098499922567,15.343079571050561,7.118141078598544,16.606847569246607,36.71231063104469,18.537271740160012,11.552075813449411,155.45676190530233,35.65947276453644,247.32799828788754
AOI4 Absolute Saccade Angles,158.37808056344187,-22.442760940236894,175.20217000462918,155.95739524750732,-10.260223219898796,-101.60420397708053,-102.85229991491761,-105.39679394366419,148.43877763391524,143.79128827969893,128.09094294672747,119.59136237190175,-21.75248838795246,80.78654592215456,-1.0232684345812348
AOI4 Relative Saccade Angles,0.8208415036787539,17.64493094486608,160.75522524287814,13.782381532593877,88.65601924281827,178.7519040621629,177.4555059712534,73.83557157757942,175.35251064578367,164.29965466702853,171.50041942517427,38.65614924014581,77.46096568989297,98.19018564326421,
