,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
AOI2 Saccade Lengths,51.20567191190156,62.04546670695861,179.7632186643801,63.363752734788385,228.6496194092576,18.145973040702874,6.031818617789816,3.0601940253141207,30.37243249735839,230.35300468346327,221.12132075821214,45.85122967451234,39.557672007020166,10.109098161725218,38.85558742597354
AOI2 Absolute Saccade Angles,140.5048673405023,-103.23761599074876,166.4198261152783,171.30030163900088,-10.875726696243763,60.00498413252401,24.792925777031574,-37.675280226377936,117.22261920603565,177.13417651459733,0.6478916979424739,-7.535907505502957,-71.63553107550821,-74.96575798357858,101.20135012936208
AOI2 Relative Saccade Angles,63.74248333125102,89.65744210602703,175.11952447627743,2.1760283352446295,109.11928917123224,144.78794164450758,117.5317939965905,25.10210056758642,120.08844269143833,3.513715183345137,171.8162007965546,115.90037642999474,176.6697730919296,3.8328918870593442,
