,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
AOI6 Saccade Lengths,62.804196418442,26.216055230975016,29.52136923544797,17.908497600267765,35.39330882066362,21.093829651335497,32.12232604034314,67.04028880497674,44.434198968127674,43.23255891197438,84.42998211324048,38.18571419107163,4.7457877813656815,112.31368876891729,95.03819071934876,126.3947647008464,89.98854017324375,51.80073695808992
AOI6 Absolute Saccade Angles,152.72481021100364,-94.71971471830919,123.43590850525376,-86.7611223883107,-93.50261442227233,-85.1023960945107,-5.154397144461454,84.29656762742096,-127.15875582888557,98.85780919714296,-24.952980923164777,-119.73682860876113,-175.15675778776125,145.9487398820149,-21.933861651795166,-16.778103350715746,5.632619997408811,-8.967436290275671
AOI6 Relative Saccade Angles,67.44452492931283,38.15562322356295,30.197030893564463,173.25850796603834,171.59978167223838,100.05200104995077,90.5490352281176,31.455323456306523,46.01656502602851,56.189209879692285,85.21615231440367,124.58007082099984,141.10549766977618,12.117398466189922,174.84424169892057,157.58927665187545,165.39994371231552,
