,0,1,2,3,4,5
AOI4 Saccade Lengths,84.14022096983774,94.2997031795823,72.60584761849134,40.23153144141975,42.00994708859063,23.36005226971427
AOI4 Absolute Saccade Angles,164.42174017526068,167.9106594964021,-116.4076318921283,0.12847408368365146,77.43529200093708,67.49647912049187
AOI4 Relative Saccade Angles,176.51108067885858,104.31829138853038,63.46389402418806,102.69318208274657,170.06118711955477,
