,0,1,2,3
AOI6 Saccade Lengths,96.28506944895578,115.97622067529674,30.619188140155664,85.70182428361476
AOI6 Absolute Saccade Angles,-145.2410294018941,141.1736693813292,-116.29517206546475,14.125819185933553
AOI6 Relative Saccade Angles,106.41469878322329,77.46884144679395,49.579008748601694,
