,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
AOI3 Saccade Lengths,23.267205764402256,116.08270639816926,230.1927002489362,183.758549305796,158.51228299377817,35.778853351669504,24.814490164835245,87.49859511902837,110.1063807085068,13.700650869585527,53.12869241200741,22.47769366650198,66.67695521676809,81.53120968309744,48.31924116302114,85.31659660061237,157.3522772419388,84.44383194679362,52.05949078091066,27.441576732240133,55.498877156110545,109.09351211754834,39.16274411446945,37.96299061507174,93.99242250354177,74.18400362506222,37.54517008641591,23.425712947627634,116.71942849590131,48.65617551825116,23.63729150383224,7.364619221433503,12.651411731225776,62.158036228096755,182.2865050160911,92.87888389499713,160.08647672433264,54.25050690192959,59.46897164819584,45.74245665471175,46.600588314732796,195.44266479912002,120.21609006874537,84.11616842965974,22.235186917352475,35.40089548621484
AOI3 Absolute Saccade Angles,-105.31803648546499,11.85665617287193,-164.6468577912146,20.232750658506124,-169.9875771628826,140.56909264614885,7.471680594261317,-53.80762054689761,24.361372536761657,56.599279545091555,-101.87334507169855,1.5893594052146633,137.87423409891042,-175.0687562257726,140.0932708458326,-144.84245617613456,16.419032604075518,-15.668274181653537,-13.093817427115352,-8.773211885027568,-160.6895742623635,145.5739658261295,-131.5581035523182,-147.57416555269344,154.12144583098853,-6.861376255260484,-169.6690363854504,81.8602544630424,0.100069600861047,-101.4271998761991,-106.96891795508554,-127.31865475519389,100.32865501563275,-171.20804140034724,-0.680620008646421,22.76706819453578,172.60810846392064,175.02402303033037,-178.74115278664212,-130.1588505544105,-152.44499440220673,6.559994407625973,159.57652932389794,-36.45015732580658,-130.5760942232872,-3.5877275027247935
AOI3 Relative Saccade Angles,62.825307341663084,3.4964860359134926,4.8796084497207,10.220327821388679,130.5566698090314,46.90258794811248,118.72069885884106,101.83100691634073,147.76209299167007,21.527375383209908,76.5372955230868,43.71512530630425,132.94299032468302,135.16202707160517,104.93572702196715,18.738511219789913,147.91269321427094,177.42554324546182,175.67939445791222,28.083637622664074,126.263540088493,97.13206937844765,163.98393799962477,121.69561138368198,19.017177913750967,17.192339869810105,71.52929084849278,98.23981513781865,78.47273052293987,174.45828192111355,159.65026319989164,47.647309770826645,91.53669641597997,9.472578608299203,156.55231179681778,30.158959730615162,177.58408543359022,173.76517581697252,131.41769776776835,157.71385615220376,20.99501119016731,26.983465083728053,16.026686649704498,85.87406310251937,53.01163327943759,
