,0,1,2
AOI2 Saccade Lengths,37.525449798912405,75.96665970861382,15.969272710222164
AOI2 Absolute Saccade Angles,53.31723410556998,-119.68675060151632,-22.280804583616373
AOI2 Relative Saccade Angles,6.9960152929136825,82.59405398210004,
