,0,1,2,3,4,5,6
AOI6 Saccade Lengths,61.58991280032275,73.11305341319375,107.38295609580815,67.42684744144948,127.42246237879421,16.197166519134463,58.88487373002228
AOI6 Absolute Saccade Angles,-1.3424909428224896,35.79468341104923,-169.42005024918458,23.913124774934385,-141.03128979234657,118.93296997397681,-4.693560908229668
AOI6 Relative Saccade Angles,142.8628256461283,25.21473366023382,13.333175024118978,15.05558543271905,79.96425976632338,56.37346911779352,
